state,city,locality,property_type,bhk,area_sqft,bathrooms,floor,total_floors,age_years,furnished,parking,balcony,price_inr
Gujarat,Vadodara,Vadodara Central,Apartment,1,1390,2,7,10,18,Semi-Furnished,2,0,18127170
Gujarat,Vadodara,Vadodara Central,Apartment,5,3080,4,7,10,13,Unfurnished,2,3,45664689
Gujarat,Vadodara,Vadodara Central,Apartment,3,1700,2,7,17,4,Semi-Furnished,2,2,23498454
Gujarat,Vadodara,Vadodara Central,Apartment,4,2120,4,3,14,11,Semi-Furnished,2,2,31604581
Gujarat,Vadodara,Vadodara Central,Apartment,4,1680,3,15,15,0,Semi-Furnished,2,2,19434556
Gujarat,Vadodara,Vadodara Central,Independent House,3,1270,3,4,9,12,Semi-Furnished,2,0,18677992
Gujarat,Vadodara,Vadodara Central,Apartment,5,2630,5,0,14,20,Unfurnished,1,2,41627218
Gujarat,Vadodara,Vadodara Central,Apartment,4,2740,3,13,13,23,Unfurnished,0,3,36059683
Gujarat,Surat,Surat Central,Apartment,4,1270,4,9,9,17,Semi-Furnished,0,2,15781863
Gujarat,Surat,Surat Central,Independent House,4,2600,3,5,5,0,Furnished,2,0,38685036
Gujarat,Surat,Surat Central,Apartment,3,1770,3,12,12,17,Unfurnished,0,3,21130764
Gujarat,Surat,Surat Central,Apartment,5,2600,5,6,6,22,Unfurnished,0,1,34517579
Gujarat,Surat,Surat Central,Independent House,2,1690,1,11,11,13,Semi-Furnished,0,2,17794398
Gujarat,Surat,Surat Central,Apartment,3,2350,3,14,14,8,Unfurnished,2,2,30963811
Gujarat,Surat,Surat Central,Apartment,4,2820,5,13,13,3,Semi-Furnished,1,3,45759834
Gujarat,Surat,Surat Central,Apartment,5,1290,5,3,10,12,Semi-Furnished,0,0,17059563
Gujarat,Surat,Surat Central,Apartment,4,2900,5,14,14,18,Unfurnished,2,3,29758511
Gujarat,Surat,Surat Central,Apartment,5,2060,5,7,7,8,Semi-Furnished,2,0,30298542
Gujarat,Surat,Surat Central,Apartment,1,1570,2,5,15,23,Furnished,0,2,16407790
Gujarat,Surat,Surat Central,Apartment,1,1630,1,9,18,25,Unfurnished,1,1,16865010
Gujarat,Surat,Surat Central,Independent House,5,1120,5,8,16,17,Unfurnished,2,2,14005957
Gujarat,Surat,Surat Central,Apartment,2,1210,2,14,15,12,Semi-Furnished,2,2,15517216
Gujarat,Surat,Surat Central,Apartment,2,2820,1,14,14,9,Furnished,1,3,31520711
Gujarat,Surat,Surat Central,Independent House,3,2620,3,4,15,20,Unfurnished,1,0,27516647
Gujarat,Surat,Surat Central,Independent House,4,1150,3,1,8,24,Unfurnished,2,2,14888921
Gujarat,Surat,Surat Central,Apartment,4,970,4,5,5,1,Unfurnished,0,1,14388090
Gujarat,Rajkot,Rajkot Central,Independent House,3,630,3,2,7,16,Unfurnished,2,3,6290801
Gujarat,Rajkot,Rajkot Central,Apartment,3,1640,3,4,19,1,Furnished,0,3,17684834
Gujarat,Rajkot,Rajkot Central,Apartment,4,1370,3,9,13,20,Semi-Furnished,1,0,17010821
Gujarat,Rajkot,Rajkot Central,Independent House,2,820,1,7,8,11,Semi-Furnished,1,2,8924806
Gujarat,Rajkot,Rajkot Central,Apartment,5,990,5,5,5,24,Semi-Furnished,1,2,13497432
Gujarat,Rajkot,Rajkot Central,Apartment,4,990,3,10,14,24,Semi-Furnished,2,2,12364927
Gujarat,Rajkot,Rajkot Central,Apartment,2,1170,2,12,12,15,Semi-Furnished,0,1,14186269
Gujarat,Rajkot,Rajkot Central,Apartment,4,1840,4,5,17,12,Furnished,1,3,24534439
Gujarat,Rajkot,Rajkot Central,Apartment,2,2230,2,11,12,8,Semi-Furnished,1,0,27718301
Gujarat,Rajkot,Rajkot Central,Apartment,5,2800,4,3,4,1,Semi-Furnished,1,3,31594195
Gujarat,Rajkot,Rajkot Central,Apartment,3,2890,4,2,7,24,Unfurnished,1,1,29944332
Gujarat,Rajkot,Rajkot Central,Independent House,1,3190,1,10,20,15,Unfurnished,2,0,40756995
Gujarat,Rajkot,Rajkot Central,Independent House,3,2030,2,0,11,20,Unfurnished,2,2,20258755
Gujarat,Rajkot,Rajkot Central,Apartment,3,690,2,6,6,14,Semi-Furnished,0,3,8629203
Gujarat,Rajkot,Rajkot Central,Apartment,5,2200,5,6,6,1,Semi-Furnished,1,1,28204110
Gujarat,Rajkot,Rajkot Central,Apartment,5,1890,5,7,7,15,Semi-Furnished,0,1,27597985
Gujarat,Rajkot,Rajkot Central,Apartment,5,1010,5,13,19,10,Unfurnished,0,1,14182124
Gujarat,Rajkot,Rajkot Central,Apartment,5,1650,5,0,16,19,Semi-Furnished,2,1,24785551
Gujarat,Gandhinagar,Gandhinagar Central,Independent House,1,3180,1,9,17,0,Semi-Furnished,2,3,32669613
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,5,1330,4,3,10,17,Furnished,2,0,17081123
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,3,1900,4,12,16,17,Semi-Furnished,1,3,19845153
Gujarat,Gandhinagar,Gandhinagar Central,Independent House,1,3000,1,6,11,4,Unfurnished,2,2,32134993
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,1,1690,1,10,10,6,Unfurnished,0,0,19473139
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,3,3130,2,5,10,4,Unfurnished,1,3,37412661
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,3,690,2,11,13,6,Furnished,0,2,7423019
Gujarat,Gandhinagar,Gandhinagar Central,Independent House,4,3010,3,12,12,6,Furnished,1,3,36307971
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,1,2290,1,1,2,3,Unfurnished,1,0,28508657
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,3,2110,3,7,19,8,Furnished,1,0,22385430
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,4,2270,5,3,3,8,Semi-Furnished,2,1,24254170
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,5,2200,5,14,14,18,Unfurnished,0,0,26993035
Gujarat,Gandhinagar,Gandhinagar Central,Independent House,1,1880,1,9,9,25,Semi-Furnished,0,2,20833132
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,1,2840,1,5,12,8,Furnished,2,2,28372878
Gujarat,Gandhinagar,Gandhinagar Central,Independent House,4,870,5,10,10,4,Furnished,0,1,10841891
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,2,1980,1,4,10,25,Unfurnished,1,0,21156629
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,5,680,5,14,14,8,Unfurnished,2,0,10717982
Gujarat,Gandhinagar,Gandhinagar Central,Apartment,4,2960,4,9,9,8,Semi-Furnished,1,1,40853138
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,3,820,3,6,10,8,Unfurnished,2,1,9548343
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,1,560,1,0,19,9,Furnished,0,1,5961824
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,4,2430,4,11,11,15,Unfurnished,1,2,28393853
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,5,1320,4,13,14,2,Semi-Furnished,0,2,16117325
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,3,820,4,6,6,18,Unfurnished,0,3,9350565
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,3,2870,3,8,8,25,Semi-Furnished,2,2,29559497
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,3,960,4,11,11,22,Unfurnished,2,3,10904041
Gujarat,Bhavnagar,Bhavnagar Central,Independent House,1,1850,2,13,18,12,Furnished,1,1,20011476
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,5,2080,5,12,20,24,Semi-Furnished,0,1,18644541
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,1,1550,1,9,12,24,Semi-Furnished,2,1,12245603
Gujarat,Bhavnagar,Bhavnagar Central,Independent House,4,1430,4,15,16,16,Semi-Furnished,2,2,15097757
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,4,1180,3,1,13,8,Semi-Furnished,2,2,13334441
Gujarat,Bhavnagar,Bhavnagar Central,Villa,1,580,1,15,15,9,Unfurnished,2,1,7220653
Gujarat,Bhavnagar,Bhavnagar Central,Independent House,5,1210,5,2,8,25,Semi-Furnished,1,0,15055382
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,1,1620,1,13,18,19,Semi-Furnished,1,0,16469933
Gujarat,Bhavnagar,Bhavnagar Central,Villa,3,930,3,2,7,23,Semi-Furnished,1,3,9085986
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,2,1200,1,5,14,11,Semi-Furnished,2,2,12794093
Gujarat,Bhavnagar,Bhavnagar Central,Apartment,2,1280,2,11,12,22,Furnished,2,1,15298134
Gujarat,Jamnagar,Jamnagar Central,Independent House,4,2460,5,7,19,19,Unfurnished,1,3,26824513
Gujarat,Jamnagar,Jamnagar Central,Villa,4,2270,5,5,9,20,Semi-Furnished,1,1,25050342
Gujarat,Jamnagar,Jamnagar Central,Apartment,3,2250,2,7,18,0,Furnished,1,3,24080146
Gujarat,Jamnagar,Jamnagar Central,Apartment,2,2620,3,7,20,1,Unfurnished,2,0,33018428
Gujarat,Jamnagar,Jamnagar Central,Apartment,1,2270,2,2,5,13,Semi-Furnished,1,3,25327760
Gujarat,Jamnagar,Jamnagar Central,Apartment,5,2390,5,0,16,23,Unfurnished,1,0,30588568
Gujarat,Jamnagar,Jamnagar Central,Apartment,3,1750,4,13,20,7,Semi-Furnished,0,1,21659887
Gujarat,Jamnagar,Jamnagar Central,Apartment,4,1640,3,1,1,8,Semi-Furnished,1,2,15029457
Gujarat,Jamnagar,Jamnagar Central,Apartment,4,1560,3,8,8,19,Semi-Furnished,0,0,15491790
Gujarat,Jamnagar,Jamnagar Central,Independent House,3,2710,2,9,9,23,Semi-Furnished,2,2,34984020
Gujarat,Jamnagar,Jamnagar Central,Apartment,2,630,3,15,15,3,Semi-Furnished,2,1,6369924
Gujarat,Jamnagar,Jamnagar Central,Independent House,1,560,2,4,17,23,Furnished,1,3,6238673
Gujarat,Jamnagar,Jamnagar Central,Independent House,1,1490,1,5,15,0,Semi-Furnished,0,0,14170954
Gujarat,Jamnagar,Jamnagar Central,Apartment,3,1090,4,6,17,1,Unfurnished,0,3,14708338
Gujarat,Jamnagar,Jamnagar Central,Independent House,2,3090,1,11,11,12,Semi-Furnished,1,1,33123769
Gujarat,Jamnagar,Jamnagar Central,Apartment,1,2070,2,9,11,13,Furnished,0,0,22118005
Gujarat,Jamnagar,Jamnagar Central,Independent House,3,1050,2,0,3,3,Unfurnished,2,2,12582415
Gujarat,Jamnagar,Jamnagar Central,Apartment,2,2690,3,10,10,3,Semi-Furnished,1,2,27456754
Gujarat,Junagadh,Junagadh Central,Independent House,4,3050,3,14,14,20,Unfurnished,0,1,37424894
Gujarat,Junagadh,Junagadh Central,Apartment,4,3190,3,14,14,19,Semi-Furnished,0,3,33315099
Gujarat,Junagadh,Junagadh Central,Apartment,4,2880,3,8,8,21,Semi-Furnished,2,2,38980630
Gujarat,Junagadh,Junagadh Central,Apartment,5,1400,5,4,7,11,Furnished,0,0,16418822
Gujarat,Junagadh,Junagadh Central,Apartment,5,1000,5,5,18,16,Semi-Furnished,1,1,11155247
Gujarat,Junagadh,Junagadh Central,Apartment,3,1610,4,10,11,22,Unfurnished,0,1,19862443
Gujarat,Junagadh,Junagadh Central,Apartment,2,840,3,7,7,5,Unfurnished,1,2,7482080
Gujarat,Junagadh,Junagadh Central,Independent House,2,1210,2,13,19,5,Unfurnished,2,1,14829962
Gujarat,Junagadh,Junagadh Central,Apartment,4,1450,5,6,17,12,Semi-Furnished,1,3,16888067
Gujarat,Junagadh,Junagadh Central,Apartment,2,2150,2,10,11,12,Furnished,0,2,25877841
Gujarat,Junagadh,Junagadh Central,Villa,1,2000,1,12,14,15,Semi-Furnished,0,1,20427129
Gujarat,Junagadh,Junagadh Central,Apartment,5,720,5,4,18,8,Semi-Furnished,2,1,7960896
Gujarat,Junagadh,Junagadh Central,Villa,2,2320,1,10,10,7,Semi-Furnished,0,0,22900392
Gujarat,Junagadh,Junagadh Central,Apartment,4,1200,4,9,18,16,Unfurnished,0,0,14151333
Gujarat,Junagadh,Junagadh Central,Apartment,4,1870,5,1,20,9,Unfurnished,1,2,17311001
Gujarat,Junagadh,Junagadh Central,Apartment,4,2540,5,15,15,12,Semi-Furnished,2,2,25213297
Gujarat,Junagadh,Junagadh Central,Apartment,2,2050,1,6,9,1,Semi-Furnished,1,3,23887090
Gujarat,Junagadh,Junagadh Central,Independent House,3,570,3,0,9,23,Furnished,0,2,6965677
Gujarat,Anand,Anand Central,Independent House,5,1950,4,8,11,10,Furnished,1,2,25945073
Gujarat,Anand,Anand Central,Independent House,3,2130,3,7,15,14,Unfurnished,2,1,23544826
Gujarat,Anand,Anand Central,Apartment,3,2210,2,15,15,22,Furnished,2,0,22308566
Gujarat,Anand,Anand Central,Apartment,2,1370,2,14,14,14,Unfurnished,1,2,16219698
Gujarat,Anand,Anand Central,Apartment,1,700,1,15,15,16,Unfurnished,0,0,6582007
Gujarat,Anand,Anand Central,Independent House,3,2320,2,2,12,13,Unfurnished,0,1,28905782
Gujarat,Anand,Anand Central,Independent House,4,2620,4,12,12,1,Unfurnished,2,0,32006082
Gujarat,Anand,Anand Central,Apartment,2,1030,3,3,8,25,Semi-Furnished,1,1,12049520
Gujarat,Anand,Anand Central,Apartment,4,2960,5,11,11,20,Semi-Furnished,1,0,34517379
Gujarat,Anand,Anand Central,Independent House,1,890,1,9,18,1,Unfurnished,1,2,8812205
Gujarat,Anand,Anand Central,Apartment,5,2180,5,3,11,15,Semi-Furnished,1,3,29602652
Gujarat,Anand,Anand Central,Apartment,5,2080,5,8,8,7,Furnished,2,0,23822214
Gujarat,Anand,Anand Central,Apartment,5,1660,4,15,16,21,Unfurnished,0,3,21181777
Gujarat,Anand,Anand Central,Independent House,1,820,1,0,6,6,Semi-Furnished,0,0,9736562
Gujarat,Anand,Anand Central,Independent House,4,2810,3,13,13,15,Unfurnished,2,3,35127801
Gujarat,Anand,Anand Central,Independent House,1,1640,2,9,13,21,Unfurnished,1,3,18218748
Gujarat,Anand,Anand Central,Apartment,2,3150,3,8,17,25,Unfurnished,0,3,29889317
Gujarat,Anand,Anand Central,Apartment,5,810,5,10,18,19,Unfurnished,2,3,10191709
Gujarat,Nadiad,Nadiad Central,Villa,4,2270,3,2,6,25,Unfurnished,1,3,29674889
Gujarat,Nadiad,Nadiad Central,Villa,4,2920,3,15,15,19,Semi-Furnished,0,3,42100619
Gujarat,Nadiad,Nadiad Central,Independent House,2,2450,2,5,14,0,Furnished,1,0,31062060
Gujarat,Nadiad,Nadiad Central,Villa,5,3070,5,12,12,10,Unfurnished,0,3,47539803
Gujarat,Nadiad,Nadiad Central,Apartment,1,770,1,6,6,8,Semi-Furnished,0,0,11500920
Gujarat,Nadiad,Nadiad Central,Villa,2,2960,3,10,10,8,Semi-Furnished,2,1,31890288
Gujarat,Nadiad,Nadiad Central,Independent House,4,1480,5,13,13,21,Furnished,2,2,23213960
Gujarat,Nadiad,Nadiad Central,Apartment,2,640,3,13,13,17,Semi-Furnished,1,3,9492707
Gujarat,Nadiad,Nadiad Central,Apartment,1,1780,2,12,18,3,Semi-Furnished,2,3,19525046
Gujarat,Nadiad,Nadiad Central,Independent House,5,1770,5,2,3,19,Unfurnished,2,3,25372099
Gujarat,Nadiad,Nadiad Central,Independent House,4,1920,5,14,14,15,Semi-Furnished,2,2,26670329
Gujarat,Nadiad,Nadiad Central,Independent House,4,2040,4,12,17,16,Semi-Furnished,1,0,28670811
Gujarat,Nadiad,Nadiad Central,Independent House,5,1910,4,7,11,20,Semi-Furnished,1,3,30049072
Gujarat,Nadiad,Nadiad Central,Apartment,3,1080,3,4,17,8,Semi-Furnished,1,2,17794453
Gujarat,Nadiad,Nadiad Central,Independent House,3,1520,2,5,11,12,Unfurnished,1,3,24481170
Gujarat,Nadiad,Nadiad Central,Independent House,5,1340,4,3,3,21,Semi-Furnished,2,3,18433088
Gujarat,Nadiad,Nadiad Central,Apartment,5,1800,4,9,9,1,Semi-Furnished,1,2,28645084
Gujarat,Nadiad,Nadiad Central,Apartment,1,2900,2,15,16,18,Unfurnished,2,3,29847296
Gujarat,Bharuch,Bharuch Central,Apartment,1,610,1,13,13,24,Furnished,1,2,6107361
Gujarat,Bharuch,Bharuch Central,Apartment,5,1210,5,11,15,12,Semi-Furnished,2,2,15800368
Gujarat,Bharuch,Bharuch Central,Apartment,2,2740,3,9,13,12,Unfurnished,1,1,21561427
Gujarat,Bharuch,Bharuch Central,Apartment,3,960,2,7,7,1,Semi-Furnished,0,2,11374253
Gujarat,Bharuch,Bharuch Central,Independent House,2,1370,1,5,10,5,Furnished,1,0,14083798
Gujarat,Bharuch,Bharuch Central,Apartment,3,960,4,13,13,19,Furnished,0,2,8849942
Gujarat,Bharuch,Bharuch Central,Apartment,3,620,4,7,11,18,Furnished,2,0,7868957
Gujarat,Bharuch,Bharuch Central,Independent House,3,620,2,4,18,18,Semi-Furnished,1,2,7314036
Gujarat,Bharuch,Bharuch Central,Villa,3,1320,2,8,11,19,Unfurnished,1,1,14767228
Gujarat,Bharuch,Bharuch Central,Independent House,3,2120,4,3,6,16,Furnished,1,1,21895429
Gujarat,Bharuch,Bharuch Central,Apartment,1,2520,1,8,17,21,Unfurnished,2,3,23446460
Gujarat,Bharuch,Bharuch Central,Apartment,2,670,3,9,9,2,Semi-Furnished,0,1,7261790
Gujarat,Bharuch,Bharuch Central,Independent House,1,1180,1,3,14,14,Furnished,1,2,10891538
Gujarat,Bharuch,Bharuch Central,Apartment,2,2710,1,8,14,23,Unfurnished,1,1,27566295
Gujarat,Bharuch,Bharuch Central,Apartment,5,1460,5,8,9,6,Unfurnished,0,2,18054282
Gujarat,Bharuch,Bharuch Central,Apartment,1,740,2,1,4,10,Unfurnished,2,1,7668529
Gujarat,Bharuch,Bharuch Central,Independent House,5,2390,4,5,13,5,Unfurnished,1,3,28869134
Gujarat,Bharuch,Bharuch Central,Villa,2,670,2,10,10,19,Furnished,2,3,5837708
Gujarat,Vapi,Vapi Central,Apartment,5,970,5,4,17,0,Semi-Furnished,1,1,13220722
Gujarat,Vapi,Vapi Central,Apartment,4,1520,3,15,15,14,Furnished,1,0,13975618
Gujarat,Vapi,Vapi Central,Apartment,4,3100,5,12,12,12,Semi-Furnished,2,3,39818448
Gujarat,Vapi,Vapi Central,Apartment,2,2720,2,8,8,13,Semi-Furnished,1,0,22436686
Gujarat,Vapi,Vapi Central,Independent House,4,2280,5,6,16,25,Furnished,2,2,24784895
Gujarat,Vapi,Vapi Central,Apartment,1,2200,1,7,17,14,Unfurnished,1,2,24528557
Gujarat,Vapi,Vapi Central,Apartment,3,3140,4,2,17,13,Furnished,0,3,35193188
Gujarat,Vapi,Vapi Central,Apartment,4,850,5,0,10,14,Semi-Furnished,0,0,9182588
Gujarat,Vapi,Vapi Central,Villa,5,3180,5,11,11,9,Unfurnished,2,1,41964486
Gujarat,Vapi,Vapi Central,Villa,4,560,5,7,8,19,Semi-Furnished,2,1,7844633
Gujarat,Vapi,Vapi Central,Apartment,2,1250,2,0,17,11,Semi-Furnished,2,0,13283734
Gujarat,Vapi,Vapi Central,Apartment,2,650,1,1,18,24,Furnished,2,2,6707793
Gujarat,Vapi,Vapi Central,Apartment,2,950,2,4,10,24,Furnished,2,0,8231274
Gujarat,Vapi,Vapi Central,Apartment,3,910,4,0,4,8,Unfurnished,0,3,9680390
Gujarat,Vapi,Vapi Central,Apartment,4,2200,4,1,4,17,Furnished,0,0,25983559
Gujarat,Vapi,Vapi Central,Independent House,4,770,3,1,5,24,Semi-Furnished,2,1,9063325
Gujarat,Vapi,Vapi Central,Apartment,4,720,3,2,20,1,Semi-Furnished,2,1,7817256
Gujarat,Vapi,Vapi Central,Apartment,1,1970,1,11,11,0,Semi-Furnished,1,3,23583255
Gujarat,Gandhidham,Gandhidham Central,Villa,4,1680,5,0,8,22,Unfurnished,2,2,18444575
Gujarat,Gandhidham,Gandhidham Central,Villa,3,1560,2,1,16,12,Semi-Furnished,1,1,18826337
Gujarat,Gandhidham,Gandhidham Central,Apartment,3,2830,2,2,14,12,Semi-Furnished,0,1,29464679
Gujarat,Gandhidham,Gandhidham Central,Apartment,2,1390,1,0,3,13,Semi-Furnished,0,1,14921471
Gujarat,Gandhidham,Gandhidham Central,Apartment,2,2470,1,4,20,7,Unfurnished,1,0,26661809
Gujarat,Gandhidham,Gandhidham Central,Apartment,1,1720,1,7,13,17,Unfurnished,0,2,18224305
Gujarat,Gandhidham,Gandhidham Central,Villa,2,2600,1,12,17,19,Semi-Furnished,0,2,24533225
Gujarat,Gandhidham,Gandhidham Central,Apartment,5,1300,5,8,8,21,Semi-Furnished,0,0,13902234
Gujarat,Gandhidham,Gandhidham Central,Apartment,1,2370,1,4,18,0,Semi-Furnished,2,2,20880599
Gujarat,Gandhidham,Gandhidham Central,Independent House,4,1770,4,6,9,25,Furnished,1,1,18467060
Gujarat,Gandhidham,Gandhidham Central,Independent House,4,1670,5,15,15,5,Semi-Furnished,2,1,19647415
Gujarat,Gandhidham,Gandhidham Central,Independent House,5,1940,5,1,15,10,Unfurnished,0,2,23938647
Gujarat,Gandhidham,Gandhidham Central,Independent House,4,2200,4,14,14,20,Unfurnished,1,1,27898772
Gujarat,Gandhidham,Gandhidham Central,Apartment,1,1650,2,15,20,12,Semi-Furnished,0,2,18739297
Gujarat,Gandhidham,Gandhidham Central,Apartment,2,940,3,14,14,21,Unfurnished,0,3,10137272
Gujarat,Gandhidham,Gandhidham Central,Apartment,3,2530,3,4,4,8,Unfurnished,1,2,31941104
Gujarat,Gandhidham,Gandhidham Central,Apartment,2,1060,2,4,12,14,Unfurnished,0,0,11666175
Gujarat,Gandhidham,Gandhidham Central,Apartment,4,850,4,7,9,22,Semi-Furnished,1,3,7154682
Gujarat,Mehsana,Mehsana Central,Apartment,5,2710,4,9,9,21,Unfurnished,2,2,46954689
Gujarat,Mehsana,Mehsana Central,Apartment,3,2050,3,2,16,25,Unfurnished,0,0,30251667
Gujarat,Mehsana,Mehsana Central,Apartment,2,3030,3,2,17,16,Semi-Furnished,0,0,37045233
Gujarat,Mehsana,Mehsana Central,Villa,2,1490,3,13,13,7,Semi-Furnished,2,1,19343350
Gujarat,Mehsana,Mehsana Central,Apartment,1,2890,1,11,11,11,Semi-Furnished,1,3,31359955
Gujarat,Mehsana,Mehsana Central,Apartment,1,2670,1,1,5,12,Semi-Furnished,1,2,33187014
Gujarat,Mehsana,Mehsana Central,Apartment,1,640,2,3,15,10,Semi-Furnished,1,0,8063862
Gujarat,Mehsana,Mehsana Central,Apartment,4,1260,4,3,12,19,Furnished,2,2,15258095
Gujarat,Mehsana,Mehsana Central,Independent House,2,1430,3,13,19,9,Furnished,2,3,19094312
Gujarat,Mehsana,Mehsana Central,Independent House,1,2660,2,6,20,8,Unfurnished,2,0,31958796
Gujarat,Mehsana,Mehsana Central,Independent House,2,2460,1,1,7,21,Furnished,0,2,30341430
Gujarat,Mehsana,Mehsana Central,Apartment,2,2790,3,0,11,1,Semi-Furnished,0,2,45899681
Gujarat,Mehsana,Mehsana Central,Apartment,5,1840,5,11,18,16,Semi-Furnished,0,0,20704527
Gujarat,Mehsana,Mehsana Central,Apartment,2,1030,3,1,5,22,Semi-Furnished,1,1,12003723
Gujarat,Mehsana,Mehsana Central,Independent House,2,1890,2,4,9,12,Semi-Furnished,1,1,23963510
Gujarat,Mehsana,Mehsana Central,Villa,3,2440,4,5,10,13,Furnished,1,1,34392946
Gujarat,Mehsana,Mehsana Central,Apartment,5,3080,5,14,16,10,Semi-Furnished,1,3,44602526
Gujarat,Mehsana,Mehsana Central,Apartment,2,1690,1,6,19,20,Semi-Furnished,0,2,25753621
Haryana,Gurugram,Gurugram Central,Apartment,3,1470,3,15,18,3,Unfurnished,2,1,14918942
Haryana,Gurugram,Gurugram Central,Independent House,2,1090,2,4,4,9,Furnished,0,3,12771706
Haryana,Gurugram,Gurugram Central,Apartment,5,1300,4,4,6,16,Furnished,2,1,13710320
Haryana,Gurugram,Gurugram Central,Independent House,1,2860,1,3,18,9,Unfurnished,1,1,28549995
Haryana,Gurugram,Gurugram Central,Apartment,5,3130,4,15,15,10,Semi-Furnished,0,0,44848005
Haryana,Gurugram,Gurugram Central,Apartment,1,2560,2,8,17,11,Semi-Furnished,2,0,28881604
Haryana,Gurugram,Gurugram Central,Apartment,1,550,1,10,20,2,Semi-Furnished,0,0,5345717
Haryana,Gurugram,Gurugram Central,Independent House,1,1110,1,7,19,10,Semi-Furnished,1,2,11362231
Haryana,Gurugram,Gurugram Central,Independent House,1,1740,1,1,7,8,Semi-Furnished,1,2,18513246
Haryana,Gurugram,Gurugram Central,Apartment,3,2620,2,3,8,6,Unfurnished,0,1,28685206
Haryana,Gurugram,Gurugram Central,Apartment,5,1630,5,8,12,15,Furnished,1,1,18555143
Haryana,Gurugram,Gurugram Central,Apartment,5,1380,5,11,19,22,Semi-Furnished,1,3,16660301
Haryana,Gurugram,Gurugram Central,Independent House,5,1140,4,0,14,0,Semi-Furnished,1,3,12500545
Haryana,Gurugram,Gurugram Central,Apartment,1,1300,1,15,15,24,Semi-Furnished,2,1,10322823
Haryana,Gurugram,Gurugram Central,Apartment,5,1900,5,5,15,2,Semi-Furnished,2,1,20067251
Haryana,Gurugram,Gurugram Central,Independent House,3,2810,2,12,18,9,Furnished,2,1,35337907
Haryana,Gurugram,Gurugram Central,Apartment,4,3170,4,14,16,17,Unfurnished,0,1,42271384
Haryana,Gurugram,Gurugram Central,Apartment,3,1470,4,12,15,18,Furnished,0,3,14986584
Haryana,Faridabad,Faridabad Central,Apartment,5,1220,5,5,6,0,Furnished,1,2,20722115
Haryana,Faridabad,Faridabad Central,Apartment,3,970,4,4,10,8,Semi-Furnished,0,1,10498248
Haryana,Faridabad,Faridabad Central,Apartment,4,2970,3,14,16,1,Furnished,0,0,46745466
Haryana,Faridabad,Faridabad Central,Apartment,2,670,2,0,3,17,Semi-Furnished,2,0,8736513
Haryana,Faridabad,Faridabad Central,Independent House,2,940,2,12,12,0,Semi-Furnished,1,1,14218679
Haryana,Faridabad,Faridabad Central,Apartment,2,1730,1,2,20,9,Semi-Furnished,0,1,22438237
Haryana,Faridabad,Faridabad Central,Apartment,1,1900,1,4,15,6,Furnished,2,0,29634805
Haryana,Faridabad,Faridabad Central,Apartment,3,1000,2,14,15,12,Semi-Furnished,0,3,10783866
Haryana,Faridabad,Faridabad Central,Apartment,1,2990,1,15,15,18,Furnished,0,2,32201326
Haryana,Faridabad,Faridabad Central,Apartment,5,1290,5,14,14,7,Furnished,2,0,18963741
Haryana,Faridabad,Faridabad Central,Independent House,3,2810,2,2,10,18,Unfurnished,1,1,32001624
Haryana,Faridabad,Faridabad Central,Independent House,3,3050,3,12,12,15,Semi-Furnished,1,2,40475354
Haryana,Faridabad,Faridabad Central,Independent House,2,2400,2,5,9,0,Semi-Furnished,0,2,36682811
Haryana,Faridabad,Faridabad Central,Villa,5,2550,5,15,15,10,Furnished,1,2,38575033
Haryana,Faridabad,Faridabad Central,Apartment,2,1810,1,13,18,19,Furnished,0,2,23275823
Haryana,Faridabad,Faridabad Central,Independent House,4,2380,4,12,12,10,Furnished,2,0,32825790
Haryana,Faridabad,Faridabad Central,Apartment,3,790,3,15,15,2,Unfurnished,1,0,12387181
Haryana,Faridabad,Faridabad Central,Apartment,1,820,2,4,4,15,Unfurnished,1,2,10272517
Haryana,Panipat,Panipat Central,Villa,3,1900,2,4,9,4,Unfurnished,0,3,30722244
Haryana,Panipat,Panipat Central,Apartment,1,1250,2,0,9,15,Unfurnished,1,0,16325959
